,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome
4034,24,2710,2,48,526,3139,10,30,0,1,G
4036,48,4503,0,21,1759,3910,11,37,0,0,G
4037,24,2901,1,30,1069,2088,3,31,0,0,B
4038,24,3710,0,41,361,2340,10,24,0,1,G
4039,60,2405,4,16,5,1388,5,10,0,0,B
4040,42,5400,5,19,52,1982,8,23,0,0,G
4045,24,3509,0,27,1360,5744,6,50,0,1,G
4046,24,3811,3,43,3547,12653,2,0,1,0,G
4049,60,3900,0,0,0,0,1,50,0,1,G
4050,9,3503,0,13,516,1452,9,17,0,1,G
4054,12,3504,6,64,67,1978,10,15,0,0,G
4057,12,2610,4,38,648,1930,8,23,0,0,G
4058,36,3611,0,24,430,2180,7,19,0,1,G
4060,60,2903,0,11,330,1622,10,27,0,1,G
4061,18,2708,3,29,245,1570,9,10,0,0,G
4063,36,5202,3,44,706,2097,20,13,0,0,G
4067,24,4107,0,26,418,1789,10,24,0,1,G
4068,60,2903,1,65,437,3509,9,16,0,0,G
4069,24,3009,6,72,171,2994,6,14,0,0,G
4070,48,3400,0,47,317,3456,5,37,0,0,G
4071,24,3705,1,21,629,6238,4,75,0,1,G
4072,60,4303,5,29,1056,1351,3,13,0,0,G
4075,60,3110,0,27,864,3405,5,38,0,1,B
4077,36,4201,0,34,972,3233,12,49,0,1,G
4078,24,6209,0,20,1641,3668,10,44,0,1,G
4084,24,4003,1,28,1090,3194,4,36,0,1,B
4086,60,6101,0,0,0,0,17,22,0,0,G
4092,60,4006,4,79,1824,6345,6,72,1,1,G
4094,24,3311,2,55,449,3294,1,33,0,1,G
4096,12,5211,0,53,3696,10015,19,55,1,1,G
4097,36,3205,2,45,57,3073,9,20,0,1,G
4100,84,5804,5,5,3106,0,7,64,1,0,G
4101,36,4900,0,46,2762,6394,11,58,0,1,G
4102,48,4400,0,15,1335,3479,13,59,0,1,G
4103,60,2909,0,42,596,4544,3,52,0,1,G
4106,24,3501,1,13,842,2819,3,49,0,0,G
4107,48,4400,6,29,141,3396,6,38,1,0,B
4122,12,4900,0,11,1725,2409,10,29,1,1,G
4123,24,4609,2,46,380,2217,3,31,0,1,G
4129,60,4706,0,16,790,1325,14,22,0,1,G
4130,48,3607,2,35,1216,4256,9,68,0,0,G
4131,36,3702,2,20,469,3851,19,50,0,1,G
4132,36,5810,0,0,0,0,10,66,1,1,G
4133,48,3105,0,15,2158,6895,4,45,0,1,G
4134,60,4704,0,1,25,46,7,23,0,1,G
4135,108,3804,0,25,2404,4989,3,55,0,1,G
4140,60,4502,0,27,544,2813,15,43,0,0,G
4141,60,3510,3,22,152,2369,4,49,1,1,G
4143,60,4410,0,100,210,4552,7,32,1,1,G
4148,72,4501,0,20,596,1456,10,15,0,1,G
4149,84,4703,0,0,0,0,8,149,1,1,G
4150,60,4201,2,33,1303,3584,4,51,0,0,G
4151,48,5305,2,61,3203,7632,3,94,1,0,G
4152,24,2401,0,26,2504,3029,2,43,0,1,G
4153,60,2611,0,22,221,2983,3,31,0,1,G
4155,24,3710,0,33,1228,4373,11,62,0,1,G
4156,24,5609,0,12,293,1908,6,26,0,1,B
4161,60,4209,0,58,6100,7896,15,119,1,1,G
4162,60,3606,0,50,2784,20219,4,51,0,1,G
4163,72,3811,2,54,7961,3583,22,69,0,0,B
4165,48,3507,2,42,2467,6423,10,57,0,1,G
4167,12,2811,0,35,520,3050,10,33,0,1,G
4169,18,3900,0,50,386,7482,9,55,0,1,G
4170,36,4407,0,22,905,2237,10,40,0,0,G
4171,48,3704,0,15,2543,2787,18,36,0,1,G
4173,48,3603,0,67,1270,9187,8,90,0,1,G
4175,24,3308,3,43,559,3896,6,40,0,1,G
4176,24,2902,1,37,365,2332,11,39,0,1,G
4178,6,3302,0,31,634,3467,3,53,0,1,G
4182,48,2903,0,26,487,1736,4,38,0,1,G
4185,12,3007,0,24,2088,3571,11,39,0,1,G
4186,60,4405,0,59,2399,7379,17,98,1,1,G
4187,60,3200,0,52,1693,4944,9,40,0,0,G
4188,60,2802,0,23,681,4724,10,38,0,1,G
4190,24,5106,1,45,678,3667,5,60,0,1,G
4193,60,3507,0,28,9852,5299,6,40,0,1,G
4198,48,3005,0,33,2419,3419,5,41,1,1,G
4203,24,6608,0,0,0,0,16,22,1,1,G
4206,48,4106,0,0,0,0,2,53,1,0,G
4209,36,2500,0,50,445,2510,2,34,0,1,G
4210,120,2405,6,8,509,316,1,10,0,0,B
4211,24,6204,2,51,2232,4503,9,43,0,0,G
4213,24,3501,3,46,572,3928,3,22,0,0,G
4215,24,3507,1,19,134,4175,12,97,0,1,G
4216,120,3006,0,65,1235,4226,6,30,0,1,G
4218,36,2901,3,30,816,2076,3,18,0,0,B
4219,12,3508,0,23,1371,1690,5,22,0,1,G
4220,60,4404,0,29,328,2730,9,58,1,1,G
4221,6,2005,2,37,130,1475,20,18,0,0,G
4222,60,3104,0,23,585,3576,2,45,0,1,G
4223,60,4306,5,47,340,2734,5,13,0,0,B
4224,24,4107,0,0,0,0,0,86,0,1,G
4226,84,6206,6,65,46120,26919,15,300,0,0,B
4227,60,3909,0,41,19,2992,9,67,1,1,G
4229,12,4701,0,14,1723,2581,4,36,0,1,G
4230,36,4103,1,39,1525,3078,3,44,0,0,G
4231,60,3405,3,31,2352,2791,9,30,0,0,G
4232,9,3710,1,7,1007,132,2,10,0,0,G
4234,24,3907,1,17,1830,5276,10,51,0,1,G
4237,24,3900,0,40,344,4827,11,80,1,0,G
4242,12,5204,0,6,14910,1053,12,36,0,1,G
4243,60,2809,2,26,139,2723,6,35,0,0,B
4249,12,3203,0,0,0,0,5,53,0,1,G
4250,36,2310,0,15,463,1784,2,25,0,1,G
4257,36,3707,0,29,780,4758,3,70,0,1,G
4258,12,2501,0,28,485,2182,6,32,0,1,G
4259,84,4108,0,21,6640,1316,8,61,1,1,G
4262,36,4108,0,30,1671,3085,10,59,0,1,G
4270,24,4111,0,19,152,1800,11,35,0,0,G
4274,48,4211,3,89,101,3041,3,34,0,1,G
4277,24,2904,0,41,408,4527,11,36,0,0,G
4278,60,3102,0,47,639,3161,7,32,0,1,G
4283,60,2711,5,32,600,4200,9,39,0,1,G
4287,36,5705,0,0,2,6,10,58,1,0,B
4288,60,5911,6,37,775,937,10,13,0,0,B
4289,12,6002,1,77,11542,24508,10,103,0,1,G
4290,60,2808,5,23,2113,2711,10,32,0,1,G
4291,15,5705,0,17,957,3523,10,26,0,1,G
4292,60,2704,0,19,1298,2509,3,26,0,1,G
4293,24,2408,0,6,8004,2900,6,31,0,0,G
4295,42,2701,1,31,677,2358,15,36,0,1,G
4296,12,6205,1,8,398,3380,10,57,0,1,G
4306,60,3009,4,20,174,2633,2,35,0,0,G
4310,24,2211,5,28,629,1806,3,23,0,0,B
4311,30,5206,0,69,395,8011,9,38,1,1,G
4312,36,4010,0,33,1093,4417,6,51,0,1,G
4315,36,4901,0,21,516,2245,10,25,1,0,G
4316,24,3003,1,35,433,2416,10,34,0,1,G
4320,60,4400,0,39,450,3038,13,43,0,0,G
4323,48,4710,0,5,694,681,11,11,0,1,G
4324,30,7011,2,11,407,950,25,7,0,1,G
4326,36,5711,0,6,3254,2773,18,44,0,1,G
4327,60,3207,1,50,1682,3916,2,31,0,1,G
4328,48,3707,3,19,516,2716,13,48,0,1,G
4329,48,5902,0,12,4147,2649,9,56,1,0,G
4330,36,3000,6,75,2148,5069,13,49,1,0,G
4331,60,3010,5,53,168,3045,9,29,0,0,G
4332,12,6003,0,17,1615,12651,17,95,0,1,G
4333,24,6801,4,8,43,677,18,29,0,1,G
4334,48,3207,0,24,1243,2330,14,68,1,1,G
4336,48,5202,0,4,5606,325,10,79,1,1,G
4338,30,4006,0,18,1221,2097,10,30,0,1,G
4339,36,4701,2,61,651,3558,10,69,1,1,G
4340,48,4102,0,36,1695,2764,10,24,0,1,G
4344,36,4601,2,17,248,2963,5,29,0,1,G
4346,24,5000,0,22,9338,5123,10,88,1,1,G
4347,36,4809,3,35,1061,5447,10,97,1,1,G
4348,60,3408,0,18,1366,4763,15,50,1,1,G
4353,36,3904,0,35,267,3309,4,48,0,1,G
4354,12,5110,0,0,0,0,6,69,0,1,G
4355,36,5307,1,29,156,3355,10,35,0,1,G
4356,24,5410,0,56,5993,5503,10,61,1,1,G
4357,33,5004,1,40,673,2514,10,15,1,1,G
4360,36,4202,0,31,1068,5126,17,62,0,1,G
4365,84,4202,1,54,549,3174,4,31,1,0,G
4366,36,2702,0,19,1257,4385,2,79,0,1,G
4367,60,4503,0,18,677,2772,10,76,1,0,G
4370,60,2900,0,3,8002,3550,9,31,0,1,G
4372,48,4610,2,19,247,2180,9,55,1,1,G
4373,84,3307,1,25,493,1744,4,28,1,0,G
4376,36,4006,6,58,669,6569,17,80,0,1,G
4377,36,4608,4,40,489,2863,10,40,0,1,G
4379,36,4701,0,31,3156,3569,17,80,0,1,G
4380,24,7309,0,17,453,838,18,40,0,1,G
4383,24,4205,0,2,6488,10000,10,35,0,1,G
4385,48,5110,0,65,1279,6025,10,52,0,1,G
4386,24,4006,2,15,4166,1670,10,0,0,0,G
4388,30,4701,0,2,392,374,10,43,1,1,G
4390,9,3504,0,18,3433,3291,2,45,0,1,G
4391,15,3009,2,19,401,1251,3,29,0,0,G
4392,12,5809,0,24,1029,3082,10,43,0,1,G
4393,18,3111,0,24,5538,2320,17,31,0,1,G
4395,12,4708,0,14,349,1375,10,36,1,1,G
4396,36,5403,0,19,10913,2308,10,28,0,1,G
4397,24,5504,0,15,1413,1561,10,21,0,1,G
4398,48,2600,5,24,711,2591,4,32,0,0,G
4400,36,3306,2,28,669,2211,4,32,0,0,G
4401,48,5907,0,11,1242,2657,10,31,0,0,G
4404,36,2911,5,20,222,2382,11,28,0,1,G
4409,36,6807,0,11,3915,2023,17,18,1,1,G
4411,24,3706,1,39,1650,3748,2,34,0,0,G
4413,12,5301,0,12,7538,2067,9,24,0,1,G
4414,36,6707,0,28,5743,2859,10,28,1,1,G
4419,60,5300,0,13,6373,3162,10,46,0,1,G
4425,18,3804,1,39,1822,5081,16,54,0,1,G
4426,18,3206,0,23,67,3370,10,51,0,0,G
4428,36,6201,1,34,612,3417,10,30,0,0,G
4433,48,4001,0,31,1007,4213,5,69,0,1,G
4435,60,2702,0,5,1469,9100,3,27,0,0,G
4436,12,3107,6,56,381,2881,18,33,0,0,G
4437,24,4200,0,25,517,2283,2,33,0,1,G
4438,36,2510,0,18,531,2536,10,30,0,1,G
4439,48,4404,1,17,1385,3199,3,50,0,1,G
4440,48,4806,0,21,6150,7165,10,52,0,1,G
4441,30,4003,0,43,1633,3531,15,36,0,0,G
4442,24,3610,6,25,1804,2677,4,35,0,0,G
4444,18,3700,2,31,103,2836,13,43,0,1,G
4446,36,3203,0,11,2194,1771,3,73,1,1,G
4447,48,2206,1,24,660,1891,3,22,0,0,G
4449,60,4901,0,57,5744,11737,10,48,0,1,G
4454,72,4201,0,20,291,4847,7,82,0,1,G
4457,60,5302,5,41,2444,3038,10,28,1,0,G
4460,120,4308,5,5,14809,63,6,30,0,0,B
4464,36,5111,0,2,600,208,16,52,1,1,G
4466,72,4906,0,32,390,5745,10,88,0,1,G
4468,36,3607,1,41,2605,8508,5,22,0,1,G
4473,72,4906,0,34,427,5024,10,88,0,1,G
4475,48,3211,2,37,113,2588,7,35,0,0,G
4478,24,6007,4,18,220,3112,10,46,0,0,G
4480,24,5310,0,38,2830,4749,10,63,0,1,G
4481,36,3402,0,21,1280,2498,12,32,0,1,G
4485,60,5402,5,58,1626,6264,17,58,1,1,G
4486,12,6608,6,19,45,2772,9,34,0,1,G
4487,36,4304,4,36,598,3111,7,38,0,0,G
4488,12,5504,0,78,5066,67324,10,38,1,1,G
4491,36,1802,0,14,213,976,0,15,0,1,G
4492,12,5005,0,36,1309,2696,13,36,1,1,G
4493,48,4610,0,9,233,2215,10,29,0,0,G
4495,48,2303,2,18,181,1558,2,10,0,0,G
4496,24,3508,2,34,627,1723,3,11,0,0,G
4498,48,4205,6,50,44,3679,11,47,1,0,G
4501,36,3701,0,7,2224,4704,19,28,1,1,G
4503,60,3607,1,30,748,3093,16,56,1,1,G
4504,36,5802,3,13,585,2081,10,24,1,1,G
4505,36,6201,0,31,1269,2936,10,43,0,1,G
4506,12,6205,0,0,0,0,10,36,1,1,G
4507,60,4503,0,7,1049,358,16,90,1,1,G
4508,36,4004,0,13,3537,2245,10,30,0,1,G
4510,48,3411,0,23,1119,3492,10,38,0,1,G
4511,60,3405,1,61,16,3374,14,52,0,1,G
4513,60,2210,3,30,201,2524,4,9,0,0,G
4514,36,2609,5,5,13,294,10,29,0,0,B
4518,48,3107,6,45,110,2666,3,20,1,0,B
4522,18,4405,5,17,592,2417,8,32,0,0,G
4524,36,6005,0,5,970,320,10,19,0,1,G
4525,12,2406,0,22,639,1572,10,20,0,0,G
4526,48,3503,0,57,3481,6057,3,66,0,1,G
4528,60,3306,0,27,476,3409,3,46,0,1,G
4529,48,3404,0,35,310,3345,2,43,0,1,G
4530,24,5210,4,2,2433,228,17,100,0,0,B
4531,48,2802,0,58,1007,3169,5,41,0,1,G
4533,48,2902,2,35,512,2498,12,34,0,0,G
4535,24,3506,3,23,315,2357,17,0,0,0,G
4536,36,3003,0,83,913,4548,17,24,0,1,G
4537,60,5010,0,49,1366,4398,10,61,0,1,G
4539,21,5009,3,35,235,1494,10,11,0,0,G
4541,24,3501,3,40,811,4202,3,40,0,1,G
4547,36,5101,2,29,384,5492,13,58,0,1,G
4551,60,3400,6,12,68,781,6,8,0,0,B
4553,60,4307,2,32,374,2678,16,38,0,1,G
4554,24,5903,0,22,784,2767,10,35,0,1,G
4555,12,3603,0,57,592,5780,17,39,0,0,G
4556,60,6110,3,28,181,3406,10,40,0,1,G
4558,24,3002,1,21,848,2276,11,29,0,0,G
4561,12,2305,3,22,360,1859,5,21,0,1,G
4562,12,5506,0,5,7008,4384,10,73,0,1,G
4563,24,3401,0,43,5876,10258,11,31,0,1,G
4564,36,6504,6,18,3626,1283,6,15,1,0,G
4570,30,5906,1,48,1503,2888,5,47,1,1,G
4574,42,4106,1,40,1686,3684,17,41,0,1,G
4575,24,4700,0,38,607,2987,10,35,0,1,G
4576,30,3611,5,45,445,3449,10,33,0,1,G
4577,18,2810,6,23,695,2810,11,37,0,0,G
4581,24,4602,0,49,463,2315,18,29,0,1,G
4583,60,3403,3,51,806,4380,2,45,0,1,G
4585,48,6308,3,3,2952,229,9,36,0,0,B
4586,60,4107,1,10,1948,3500,9,75,1,1,G
4588,60,5504,0,2,1866,3000,11,27,0,1,B
4589,36,3411,1,12,631,2132,19,49,0,1,G
4591,24,2210,2,6,456,315,6,27,0,0,G
4592,48,3904,0,35,1102,4535,18,35,0,1,G
4593,60,4408,1,38,2251,3924,3,81,1,0,G
4594,36,4702,2,18,237,3100,2,39,0,1,G
4608,36,4009,4,37,1316,3438,10,54,1,0,G
4611,60,4408,5,37,93,3633,9,36,0,0,G
4612,18,3901,6,32,504,5059,16,108,0,1,G
4613,24,3604,4,34,395,2893,15,51,0,1,G
4614,24,2900,1,14,330,2562,13,23,0,1,G
4616,24,3004,3,28,318,2002,11,25,0,0,G
4617,24,4210,0,15,3482,2266,10,33,0,1,G
4618,60,3203,1,31,763,5423,4,48,0,1,G
4622,60,3602,0,12,4877,2300,9,31,0,1,G
4623,30,5204,0,33,377,2748,10,46,0,1,G
4628,96,4004,1,27,284,1986,6,9,0,0,G
4629,48,3305,1,45,857,6090,7,86,1,1,G
4630,12,3508,0,29,200,4422,10,34,0,1,G
4631,24,5807,4,46,2577,3471,10,43,0,0,G
4632,24,3311,0,24,448,2592,3,31,0,1,G
4633,60,4104,0,91,769,3317,5,41,0,1,G
4635,48,3611,3,58,1204,5905,12,35,0,1,G
4639,120,4805,1,20,905,2596,19,33,0,0,G
4640,24,7100,5,12,19,1035,13,12,0,0,G
4643,48,5300,0,52,1862,5297,4,94,0,1,G
4644,60,5707,0,0,0,0,10,38,1,1,G
4646,96,5111,6,4,1772,79,12,9,0,0,B
4648,18,3608,3,60,3216,4709,17,33,0,0,G
4650,60,3806,0,10,2045,2806,9,40,0,1,G
4652,60,5508,5,19,1010,2152,9,54,1,0,B
4653,36,4106,1,58,310,3388,7,24,0,1,G
4654,60,5006,2,33,138,3535,11,44,0,1,G
4656,48,4811,4,18,2141,2853,7,78,0,1,G
4657,24,4908,0,27,3309,3428,10,33,1,1,G
4659,12,2805,0,30,660,2210,16,28,0,1,G
4660,60,5210,0,1,0,916,9,49,1,1,G
4661,36,4804,0,29,1501,3638,18,98,1,1,G
4665,84,4609,0,37,2064,2580,4,35,0,1,G
4667,48,4910,0,55,1225,4291,10,52,0,1,G
4668,30,4810,0,37,622,2180,15,26,0,0,G
4669,15,6309,0,7,201,1869,10,23,0,1,G
4671,60,4503,0,33,6488,7608,17,33,0,1,G
4672,36,5002,0,6,625,776,3,59,0,1,G
4673,60,4910,6,7,8599,317,12,69,1,0,G
4674,24,6104,6,41,1416,5779,14,66,1,1,G
4676,12,2607,0,11,5683,1453,10,23,0,1,G
4677,60,4807,0,59,1196,9559,9,74,1,1,G
4678,36,3010,4,24,396,4628,7,75,0,1,G
4681,36,3603,0,20,1716,2006,14,28,0,1,G
4682,24,4409,0,36,656,1834,15,28,0,1,G
4683,60,4205,0,36,520,2488,9,18,0,1,G
4686,48,4001,0,17,3679,5090,6,27,0,1,B
4689,60,3902,0,86,2642,5675,18,103,1,1,G
4692,72,5401,3,21,22,3401,16,27,0,0,B
4693,36,3310,3,36,105,2521,15,29,0,1,G
4694,60,4511,0,27,6644,4407,20,42,0,1,G
4697,48,3500,3,58,114,2952,15,34,0,1,G
4698,60,4702,3,13,1910,3841,6,10,1,0,G
4703,60,3900,6,25,348,2918,15,24,0,1,G
4706,60,4710,0,51,314,2855,18,34,0,1,G
4707,48,3804,0,11,18630,3043,14,33,0,1,G
4709,60,5008,0,10,2435,1214,7,10,0,0,B
4710,12,3103,0,6,11981,5566,10,36,0,1,G
4711,18,4801,0,28,1624,3882,18,25,0,1,G
4712,60,3311,2,7,6,835,4,31,1,0,B
4714,36,4908,1,10,4052,1951,14,21,0,0,G
4716,6,2507,4,12,21,312,6,25,0,1,G
4718,24,4907,0,46,3,4601,10,49,0,0,G
4720,60,3610,3,21,148,1793,9,24,0,1,G
4727,60,4907,1,51,73373,9121,9,31,0,1,G
4729,60,6208,0,7,1810,2554,12,77,0,1,B
4730,24,4411,3,21,1964,400,15,30,1,0,G
4732,36,5403,0,38,8188,13289,10,70,1,1,G
4736,42,5705,0,0,21,0,5,0,0,0,B
4738,36,5800,0,12,860,2915,16,36,0,1,B
4739,48,3910,0,35,12204,2540,17,38,0,1,G
4740,24,4711,5,34,1013,3064,7,44,0,0,G
4741,36,3804,0,15,12692,3122,16,30,0,1,G
4742,60,5606,0,24,233,2084,10,26,0,0,B
4743,84,4708,3,16,206,1037,8,17,1,0,B
4744,120,3604,6,1,54,0,6,65,1,0,B
4745,48,3401,2,15,1064,6849,14,74,0,1,G
4749,48,3101,2,3,14,264,7,65,1,0,B
4751,24,2700,1,56,42,3314,9,34,0,1,G
4759,60,4504,5,25,260,2110,13,30,0,1,G
4764,12,5111,2,21,3851,9099,12,75,1,1,G
4765,60,3704,3,8,306,936,15,28,0,0,G
4766,15,5104,1,8,10525,8383,3,55,1,1,G
4772,30,4908,0,22,33921,7351,9,31,0,1,G
4773,24,3211,0,8,739,1165,9,33,0,1,G
4777,60,2609,0,53,1786,3733,8,43,0,0,G
4778,48,2701,0,31,1655,2663,8,59,1,1,G
4779,48,2811,1,17,217,2401,3,33,0,0,G
4782,36,3008,0,15,379,1547,13,22,0,1,B
4783,24,2905,0,60,948,3491,2,26,1,1,G
4787,12,3610,2,38,1019,3456,13,28,0,1,G
4789,12,5304,0,27,16917,10883,12,0,1,1,G
4791,18,3908,0,63,286,2285,4,0,0,1,G
4793,36,2807,5,41,511,1644,3,14,0,0,G
4795,24,7700,0,11,1595,3015,10,37,1,1,G
4797,12,2911,2,14,300,3618,3,48,0,1,G
4799,48,5201,0,0,0,0,0,31,0,1,G
4804,36,2804,0,36,2313,2998,2,32,0,1,G
4807,15,7503,0,25,3532,2497,10,22,1,1,G
4808,48,2902,4,21,351,2940,2,47,0,1,G
4810,36,7108,0,17,4016,2075,10,13,0,1,G
4813,24,4003,0,43,3510,6946,10,72,0,1,G
4815,12,4005,5,32,813,2218,14,22,1,0,G
4817,72,4309,0,12,819,8970,11,96,1,1,G
4818,18,6103,0,22,151,1070,16,11,0,0,B
4822,120,4605,6,14,1987,209,10,33,1,0,B
4825,30,3808,6,24,2356,1924,12,38,1,0,G
4827,60,5610,0,10,1669,1958,17,16,1,0,G
4828,12,5306,0,8,8997,3810,10,28,0,1,G
4830,36,3500,0,12,9464,6940,7,59,0,1,G
4832,60,5107,1,6,2524,7806,10,48,1,0,G
4837,60,6504,0,10,1366,2555,16,26,1,0,G
4838,72,5600,0,1,3933,666,19,29,0,1,G
4839,60,3501,0,19,588,1702,4,23,0,0,G
4841,60,3401,1,58,2725,7133,4,101,1,1,G
4842,36,3510,0,24,5511,3466,4,60,1,1,G
4843,48,4009,4,36,3389,2389,17,64,0,1,G
4844,48,5709,1,35,1356,3262,10,30,0,1,G
4847,60,2806,0,9,14673,43,9,12,0,1,G
4851,54,2809,0,30,1722,4229,13,44,0,1,G
4859,120,4607,0,59,15489,7239,16,103,1,0,G
4862,12,5308,1,14,207,1946,15,46,0,1,G
4863,24,3102,0,18,1216,2600,21,40,0,1,G
4865,48,5006,0,87,839,4299,10,53,0,1,G
4866,24,3108,0,17,304,3047,1,49,0,1,G
4868,36,4111,0,21,14936,4191,10,33,0,1,G
4871,12,5201,0,10,3645,4717,10,59,0,1,G
4872,72,4602,4,23,1512,1449,10,26,0,0,B
4873,48,3006,1,23,295,2188,9,16,0,1,G
4874,60,2405,0,39,300,3976,6,42,0,1,G
4875,42,2410,0,14,19,1836,15,56,1,0,G
4876,12,5504,0,18,1964,5100,16,117,0,1,G
4877,36,2900,2,50,494,6770,9,76,0,0,G
4880,48,4608,0,58,982,6503,15,75,1,1,G
4885,36,2407,1,10,60,2568,9,27,0,1,G
4887,60,3609,0,26,6084,6669,24,42,0,1,G
4889,60,3208,0,66,223,4880,11,15,0,1,G
4890,36,6706,0,23,8028,19047,17,24,0,1,G
4891,12,2611,0,30,183,2450,8,20,0,1,G
4894,60,2810,5,43,290,4280,9,38,0,0,G
4898,60,6606,0,30,8735,1535,10,33,0,1,G
4899,60,3804,0,18,1078,4101,9,82,1,0,G
4903,12,3410,0,0,0,76265,1,411,0,1,G
4905,36,5300,3,10,9502,2279,16,27,0,0,B
4906,36,4903,3,41,2307,2874,10,46,0,0,G
4907,30,6600,0,4,2622,163,10,11,0,0,G
4908,60,3911,4,25,34,4652,4,17,0,0,B
4910,48,6202,0,65,1747,8788,16,125,0,1,G
4911,48,4705,5,23,4245,1814,10,50,0,0,G
4913,48,5205,0,46,7627,9338,10,98,0,1,G
4916,60,4409,2,57,1189,3324,10,49,0,1,G
4919,24,4606,2,10,1476,309,10,10,0,0,G
4922,84,4804,0,78,35955,16542,8,205,0,0,G
4923,36,4108,0,5,1194,220,14,82,0,1,G
4924,48,2404,3,35,327,2603,4,30,0,0,B
4925,60,3410,0,0,0,76265,1,411,0,0,B
4926,48,2609,0,41,3537,3044,10,36,0,1,G
4934,36,3701,3,27,2730,3813,10,60,0,0,G
4935,18,3207,4,41,255,3054,6,40,0,1,G
4937,36,3400,0,0,0,0,4,26,0,0,G
4939,24,2102,0,13,277,1566,4,63,1,1,G
4941,18,2910,0,36,1120,2264,3,30,0,1,G
4944,60,5501,0,0,0,0,13,0,0,0,G
4945,60,5508,0,0,0,0,8,0,0,0,G
4946,60,5010,0,35,1215,7937,16,57,0,1,G
4948,60,5111,0,16,5963,2919,10,39,1,1,G
4954,12,4706,0,26,1219,5562,10,48,0,1,G
4962,36,5001,0,10,449,1299,9,34,0,0,G
4963,18,3406,5,19,441,732,9,29,0,0,B
4964,18,3907,0,30,981,3538,15,51,1,0,G
4965,6,2807,5,34,17,2415,9,37,0,1,G
4966,12,3902,6,15,65,1315,10,17,0,1,G
4967,60,3311,0,33,3291,8309,11,27,0,1,G
4968,36,3303,1,28,39,1589,3,24,0,0,G
4970,60,3807,4,17,14501,5254,6,75,0,0,G
4971,36,6711,0,53,176,2734,10,32,0,1,G
4972,24,5810,0,0,0,0,10,16,0,0,B
4974,60,2806,0,44,1270,2997,4,35,0,1,G
4975,12,5308,0,30,4602,5066,7,20,0,1,G
4977,60,3909,4,41,2306,8725,7,18,1,0,B
4978,120,6004,1,37,97,5911,3,78,1,1,G
4979,36,4205,0,18,46,2785,11,51,1,1,B
4981,72,5505,6,7,3008,1013,14,3,0,0,G
4983,24,3509,1,36,965,4082,6,58,0,1,G
4985,36,4004,0,33,365,2266,7,29,0,1,G
4986,21,2710,1,37,104,2630,8,39,0,0,G
4990,48,3706,0,32,4792,2825,11,24,0,1,G
4996,84,5505,0,8,200,490,10,20,0,1,G
4998,60,3406,0,135,39092,79266,7,50,0,1,G
4999,60,4206,0,57,261,16800,10,39,1,1,G
5001,72,4801,1,20,5209,2654,9,38,1,0,G
5002,60,5901,0,52,3911,4172,5,39,1,0,G
5005,60,2803,0,36,5222,6889,10,68,0,1,G
5007,36,6210,0,9,343,600,10,18,0,1,B
5009,60,5210,0,27,1222,3752,10,59,0,1,G
5011,48,4408,0,24,1849,4684,7,88,0,1,G
5013,60,5600,3,11,764,597,11,3,0,0,G
5015,60,2902,2,15,710,3755,1,43,0,0,G
5016,18,3107,1,41,302,3764,13,44,0,1,G
5017,48,7410,0,2,2093,1100,6,45,0,1,G
5020,60,6308,0,24,873,3146,10,27,0,1,G
5022,12,2608,2,59,1247,3332,14,35,0,1,G
5024,60,2305,0,0,0,0,0,105,1,1,G
5025,60,3009,1,49,754,3149,10,42,0,1,G
5026,48,5005,0,31,177,2925,16,38,0,1,G
5027,36,3609,0,6,2978,1847,10,80,0,1,G
5028,60,5302,0,27,41558,21302,15,100,1,1,G
5029,60,5208,0,17,2056,3288,10,38,0,1,G
5030,60,3509,3,36,1760,2810,10,36,0,0,B
5031,18,3510,0,32,227,3834,12,66,1,1,G
5032,36,2708,0,29,2601,2568,5,44,1,1,G
5033,60,3709,2,39,1030,2347,9,21,0,1,G
5034,60,4408,0,59,3451,3197,10,50,0,1,G
5036,12,4109,0,49,2385,6366,11,107,0,1,G
5039,60,5101,0,21,389,2092,13,32,0,1,G
5041,60,5405,2,57,182,2974,10,34,0,1,G
5043,60,4304,5,17,298,2053,7,56,1,1,G
5045,33,2904,6,20,7,2559,10,44,0,1,G
5046,12,5504,6,32,64,2762,10,49,1,0,G
5047,120,5401,5,23,21,2466,10,8,0,0,G
5048,24,5110,0,0,0,0,8,29,0,1,G
5049,60,4308,0,117,7216,14556,9,82,1,1,G
5050,60,3010,0,40,994,2700,5,33,0,0,G
5056,60,4401,1,45,1445,4506,10,61,1,0,G
5057,60,2311,0,38,3511,2372,8,32,0,1,G
5060,36,5007,0,20,2851,3447,10,63,0,1,G
5062,36,5705,5,13,1751,2203,9,35,0,0,G
5063,60,5010,0,94,1182,8611,10,100,0,1,G
5064,72,2811,3,28,122,1838,8,10,0,0,B
5068,12,4608,0,6,55,2396,10,34,0,1,G
5070,60,5502,6,14,20148,3418,12,15,1,0,B
5071,36,4909,0,0,0,0,6,54,1,1,G
5072,60,5708,0,18,566,2283,9,20,0,1,G
5075,60,4103,4,40,14204,5728,16,60,0,0,G
5077,84,4501,6,3,4643,188,9,21,0,0,B
5080,48,6504,0,25,368,1476,13,42,1,1,G
